A00; Cólera
LB52;Criptorquidismo
LB52.0;Testes Ectópicos
LB52.1;Testículo Não Cento, Unilateral
LB52.2;Testículo Não Cento, Bilateral
LB52.Y;Outros Criptorquidism Especificados
LB52.Z;Criptorquidismo, Não Especificado
LB53;Hypespadias
LB53.0;Hypespadias, Balanic
LB53.00;Hypespadias, Coronal
LB53.01;Hypespadias, Glandular
LB53.0Y;Outras Hipospadias Especificadas, Balanic
LB53.0Z;Hypespadias, Balanic, Não Especificado
LB53.1;Hypespadias, Penil
LB53.2;Hypespadias, Penoscrotal
LB53.3;Hypespadias, Escrotal
LB53.4;Hipospadias, Perineal
LB53.Y;Outras Hipospadias Especificadas
LB53.Z;Hypespadias, Não Especificadas
LB54;Chordoe Congênito
LB55;Epispadias
LB56;Escroto Bifid
LB57;Agenesis De Declarações Do Vas
LB58;Polialorcidismo
LB59;Hipoplasia De Testículos Ou Escroto
LB5Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas Do Sistema Genital Masculino
LB5Z;Anomalias Estruturais Do Desenvolvimento Do Sistema Genital Masculino, Não Especificados
LB60;Aplasia Do Peito
LB61;Mamilo Ausente
LB62;Seios Supernumerários
LB63;Mamilo Acessório
LB6Y;Outras Anomalias Estruturais Especificadas Do Peito
LB6Z;Anomalias Estruturais Do Desenvolvimento Do Peito, Não Especificados
LB70;Anomalias Estruturais De Crânio
LB70.0;Craniossynostose
LB70.00;Plagiocefalia
LB70.0Y;Outros Craniossysoposis Especificados
LB70.0Z;Craniossynostose, Não Especificado
LB70.1;Bones Wormian
LB70.2;Jshaped Sella Turcica
LB70.3;Macrocefalia
LB70.Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas De Crânio
LB70.Z;Anomalias Estruturais De Crânio, Não Especificadas
LB71;Anomalias Estruturais De Desenvolvimento De Ossos Faciais
LB71.0;Hipotelorismo
LB71.1;Hipertelorismo
LB71.Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas De Ossos Faciais
LB71.Z;Anomalias De Desenvolvimento Estrutural De Ossos Faciais, Não Especificados
LB72;Anomalias Estruturais De Desenvolvimento De Cinturão De Ombro
LB72.0;Costela Cervical
LB72.1;Deformidade Do Sprengel
LB72.2;Deformação Da Escápula
LB72.Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas Da Cintura Do Ombro
LB72.Z;Anomalias Estruturais Do Desenvolvimento Da Cinturão De Ombro, Não Especificados
LB73;Anomalias De Desenvolvimento Estruturais De Espinha Ou Tórax Ósseo
LB73.0;Dysrapismo Oculto
LB73.1;Anomalias De Desenvolvimento Estrutural De Parede Torácica
LB73.10;Síndrome Da Polônia
LB73.11;Costela Bífida
LB73.12;Costela Acessória
LB73.13;Anomalias De Desenvolvimento Estrutural Do Esterno
LB73.1Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas De Parede Torácica
LB73.1Z;Anomalias Estruturais De Parede Torácica, Não Especificadas
LB73.2;Anomalias Estruturais De Desenvolvimento Da Espinha
LB73.20;Anomalia Klippelfeil
LB73.21;Occipitalização Do Atlas
LB73.22;Instabilidade Atlantoaxial Ou Subluxação
LB73.23;Aplasia Ou Hipoplasia Do Processo Odontóide De Eixo
LB73.24;Anomalias De Segmentação De Vértebras
LB73.25;Scoliose Congênita Devido À Malformação Bony Congênita
LB73.26;Sacralização Da Última Vértebra Lombar
LB73.27;Lombarisation Da Primeira Vértebra Sacral
LB73.28;Sacrum Agenesis Ou Hipoplasia
LB73.29;Apêndice Caudal
LB73.2A;Espondilolistese Congênita
LB73.2Y;Outras Anomalias Estruturais Especificadas Da Coluna
LB73.2Z;Anomalias De Desenvolvimento Estruturais Da Coluna Espinha, Não Especificadas
LB73.Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas De Espinha Ou Tórax Ósseo
LB73.Z;Anomalias Estruturais De Desenvolvimento Da Espinha Ou Tórax Ósseo, Não Especificados
LB74;Anomalias Estruturais Do Desenvolvimento Da Cinturão Pélvica
LB74.0;Displasia Do Desenvolvimento Do Quadril
LB74.1;Subluxação Congênita Do Quadril
LB74.2;Quadril Instável
LB74.3;Congênita Coxa Vara
LB74.4;Congênita Coxa Valga
LB74.5;Púbis De Sínfise Larga
LB74.Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas De Cinta Pélvica
LB74.Z;Anomalias Estruturais De Desenvolvimento Da Cinturão Pélvica, Não Especificados
LB75;Brachydactylyly
LB75.0;Brachydactyly De Dedos
LB75.1;Brachydactyly De Toes
LB75.2;Symbrachydactyly De Mãos Ou Pés
LB75.Y;Outros Brachydactyly Especificados
LB75.Z;Brachydactyly, Não Especificado
LB76;Thumb Triphalangeale
LB77;Hiperfalangia
LB78;Polidactyly
LB78.0;Polidactyly Do Polegar
LB78.1;Polysyndactyly
LB78.2;Postaxial Polidactilly De Dedos
LB78.3;Polidactyly De Dedos Dos Pés
LB78.Y;Outros Polidacticamente Especificados
LB78.Z;Polidactyly, Não Especificado
LB79;Syndactyly
LB79.0;Dedos Fundidos
LB79.1;Dedos Webbed
LB79.2;Toes Fundidos
LB79.3;Toes Webbed
LB79.Y;Outros Syndactyly Especificados
LB79.Z;Sindactily, Não Especificado
LB80;Deformidades Congênitas Dos Dedos
LB80.0;Clinodactyly De Dedos
LB80.2;Desvio Radial Dos Dedos
LB80.Y;Outras Deformidades Congênitas Especificadas Dos Dedos
LB81;Deformidades Congênitas De Dedos Dos Pés
LB81.0;Clinodactyly De Toes
LB81.Y;Outras Deformidades Congênitas Especificadas De Dedos Dos Pés
LB8Z;Deformidades Congênitas De Dedos Ou Dedos Dos Pés, Não Especificados
LB90;Defeitos De Formação Conjunta
LB90.0;Sinosseis Humeroradioulnar
LB90.1;Sinosseta Radial De Humero
LB90.2;Sinosesta Humeroulnar
LB90.3;Sinosesta De Rádioulnar
LB90.4;Deformidade Madelung
LB90.5;Clubbing Digital Congênito
LB90.6;Sinostose Tibiofibular
LB90.7;Cubitus Valgus
LB90.8;Cubitus Varus
LB90.Y;Outros Defeitos De Formação Conjunta Especificada
LB90.Z;Defeitos De Formação Conjunta, Não Especificados
LB91;Deslocação De Ombro Congênita
LB92;Deslocação Congênita Do Cotovelo
LB93;Deslocação Congênita Do Joelho
LB93.0;Genu Congênito Recurvatum
LB93.1;Genu Congênito Flexum
LB93.Y;Outros Deslocatórios Congênitos Especificados No Joelho
LB93.Z;Deslocação Congênita Do Joelho, Não Especificada
LB94;Luxação De Patela Congênita
LB95;Patella Aplasia Ou Hipoplasia
LB96;Curva Congênita De Ossos Longos
LB96.0;Curva Congênita Do Fêmur
LB96.1;Curva Congênita Da Tíbia
LB96.Y;Outros Filmes Congênitos Especificados De Ossos Longos
LB96.Z;Curva Congênita De Ossos Longos, Não Especificados
LB97;Supercrescimento Do Membro
LB97.0;Macrodactilly De Dedos
LB97.1;Macrodactilly De Dedos Dos Pés
LB97.2;Hipertrofia Superior Do Membro
LB97.3;Hipertrofia Inferior Do Membro
LB97.Y;Outros Supercrescimentos Específicos Do Membro
LB97.Z;Overcrowth Do Membro, Não Especificado
LB98;Deformidades Congênitas Dos Pés
LB98.0;Deformidades Varus Congênitas De Pés
LB98.00;Talipes Equinovarus
LB98.01;Talipes Calcanovarus
LB98.02;Metatarsus Varus
LB98.0Y;Outras Deformidades Por Varas Congênitas Especificadas Dos Pés
LB98.0Z;Deformidades Varus Congênitas De Pés, Não Especificados
LB98.1;Congênita Pes Planus
LB98.2;Deformidades Congênitas De Valgus Dos Pés
LB98.20;Gengarital Hallux Valgus
LB98.21;Metatarsus Valgus
LB98.22;Talipes Calcanovalgus
LB98.2Y;Outras Deformidades De Valgo Congênito Especificado Dos Pés
LB98.2Z;Deformidades Congênitas De Valgus Dos Pés, Não Especificados
LB98.3;Genenital Pes Cavus
LB98.4;Talus Vertical Congênito
LB98.5;Toe Do Martelo Congênito
LB98.Y;Outras Deformidades Congênitas Especificadas Dos Pés
LB98.Z;Deformidades Congênitas De Pés, Não Especificados
LB99;Defeitos De Redução Do Membro Superior
LB99.0;Amelia Do Membro Superior
LB99.1;Agenesia Ou Hipoplasia
LB99.2;Hemimelia Radial
LB99.3;Ulnar Hemimelia
LB99.4;Ausência Congênita De Braço Ou Antebraço Superior Com A Mão Presente
LB99.5;Ausência Congênita De Antebraço E Mão
LB99.6;Acheiria
LB99.7;Adactyly Of Hands
LB99.8;Mão Dividida
LB99.Y;Outros Defeitos De Redução Especificados Do Membro Superior
LB99.Z;Defeitos De Redução Do Membro Superior, Não Especificado
LB9A;Defeitos De Redução Do Membro Inferior
LB9A.0;Amelia Do Membro Inferior
LB9A.1;Tibial Hemimelia
LB9A.2;Hemimelia Fibular
LB9A.3;Ausência Congênita De Coxa Ou Perna Inferior Com Os Pés Presentes
LB9A.4;Apodia
LB9A.5;Adactyly De Pés
LB9A.6;Pé Dividido
LB9A.7;Ausência Congênita De Menor Perna E Pé
LB9A.8;Agenesia Femoral Ou Hipoplasia
LB9A.Y;Outros Defeitos De Redução Especificados Do Membro Inferior
LB9A.Z;Defeitos De Redução Do Membro Inferior, Não Especificado
LB9B;Defeitos De Redução Dos Membros Superiores E Inferiores
LB9Y;Outras Anomalias Estruturais Especificadas Do Esqueleto
LB9Z;Anomalias Estruturais Do Esqueleto, Não Especificadas
LC00;Hamartoma Epidérmico Queratinocítico
LC00.0;Naevus Epidérmica
LC00.Y;Outros Hamartoma Epidérmico Keratinocítico Especificado
LC01;Hamartoma Pilosebaceous
LC02;Hamartoma Epidérmico Complexo
LC0Y;Outros Hamartomata De Desenvolvimento Específico Da Epiderme E Apêndatos Epidérmicos
LC10;Melanocitose Dérmica
LC1Y;Outras Anomalias De Desenvolvimento Especificadas De Pigmentação Da Pele
LC20;Hamartoma De Tecidos Conjuntivos
LC2Y;Outros Hamartomata Especificados Derivados Do Tecido Conjuntivo Dérmico
LC30;Defeitos De Desenvolvimento Do Crescimento Do Cabelo Ou Do Cabelo
LC31;Defeitos De Desenvolvimento Do Aparelho De Unha
LC40;Cisto Dermoide
LC50;Malformações Vasculares Capilares Do Desenvolvimento Da Pele
LC50.0;Patch De Salmão
LC50.1;Mancha De Vinho Do Porto
LC50.Y;Outras Malformações Vasculares Capilares Cutâneas Especificadas
LC51;Malformações Venenosas Do Desenvolvimento Envolvendo A Pele
LC52;Malformações Vasculares Complexas Ou Combinadas De Desenvolvimento Envolvendo A Pele
LC5Y;Outras Anomalias De Desenvolvimento Especificadas De Vasculatura Cutânea
LC5Z;Anomalias De Desenvolvimento Da Vasculatura Cutânea, Não Especificadas
LC60;Aplasia Cutis Congenita
LC7Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas Da Pele
LC7Z;Anomalias Estruturais Do Desenvolvimento Da Pele, Não Especificadas
LC80;Hipoplasia Adrenal Congênita
LC8Y;Outras Anomalias De Desenvolvimento Estruturais Especificadas Das Glândulas Suprarenais
LC8Z;Anomalias Estruturais De Desenvolvimento Das Glândulas Suprarenais, Não Especificadas
LD0Y;Outras Anomalias De Desenvolvimento Estrutural Especificadas Que Afetam Principalmente Um Sistema Corporal
LD0Z;Anomalias De Desenvolvimento Estrutural Que Afetam Principalmente Um Sistema Corporal, Não Especificado
LD20;Síndromes Com Anomalias Do Sistema Nervoso Central Como Uma Característica Importante
LD20.0;Síndromes Com Anomalias Cerebelares Como Uma Característica Importante
LD20.00;Síndrome De Joubert
LD20.01;Hipoplasia Pontocerebelar
LD20.0Y;Outras Síndromes Especificadas Com Anomalias Cerebelar Como Uma Característica Importante
LD20.0Z;Síndromes Com Anomalias Cerebelar Como Uma Característica Importante, Não Especificada
LD20.1;Síndromes Com Lissencefalia Como Uma Característica Importante
LD20.2;Síndromes Com Microcefalia Como Uma Característica Importante
LD20.3;Síndromes Com Holoprosencefalia Como Uma Característica Importante
LD20.4;Síndromes Com Calcificações Cerebrais Como Uma Característica Importante
LD20.Y;Outras Síndromes Especificadas Com Anomalias Do Sistema Nervoso Central Como Uma Característica Importante
LD20.Z;Síndromes Com Anomalias Do Sistema Nervoso Central Como Uma Característica Importante, Não Especificada
LD21;Síndromes Com Anomalias Oculares Como Uma Característica Importante
LD21.0;Síndromes Com Microftalmia Como Uma Característica Importante
LD21.Y;Outras Síndromes Especificadas Com Anomalias Dos Olhos Como Uma Característica Importante
LD21.Z;Síndromes Com Anomalias Oculares Como Uma Característica Importante, Não Especificada
LD22;Síndromes Com Anomalias Dentárias Como Uma Característica Importante
LD23;Síndromes Com Anomalias Vasculares Como Uma Característica Importante
LD24;Síndromes Com Anomalias Esqueléticas Como Uma Característica Importante
LD24.0;Síndromes Com Micromelia
LD24.00;Acondroplasia
LD24.01;Hipocondroplasia
LD24.02;Dysplasia Thanatophoric
LD24.03;Dystlasia Diastrophic
LD24.04;Chondrodislasia Punctata
LD24.0Y;Outras Síndromes Especificadas Com Micromelia
LD24.0Z;Síndromes Com Micromelia, Não Especificados
LD24.1;Doenças Ósseas Com Aumento Da Densidade Óssea
LD24.10;Osteopetrose
LD24.11;Osteopoikilose
LD24.1Y;Outras Doenças Ósseas Especificadas Com Aumento Da Densidade Óssea
LD24.1Z;Doenças Ósseas Com Densidade Óssea Aumentada, Não Especificadas
LD24.2;Doenças Ósseas Com Desenvolvimento Desorganizado De Componentes Esqueléticos
LD24.20;Múltiplos Osteocondromas
LD24.21;Exostoses Com Anetodermia E Brachydactyly Type E
LD24.22;Querubismo
LD24.23;Doença Yunisvaron
LD24.2Y;Outras Doenças Ósseas Especificadas Com O Desenvolvimento Desorganizado De Componentes Esqueléticos
LD24.2Z;Doenças Ósseas Com Desenvolvimento Desorganizado De Componentes Esqueléticos, Não Especificados
LD24.3;Dissplasias Espondyloepiphysal Ou Spondyloepimetafisal
LD24.4;Dysplasias Espondilometapseiras
LD24.5;Displasias Espondilodisplásicas
LD24.50;Acondrogenesis
LD24.51;Hipocondrogenesis
LD24.5Y;Outras Displasias Espondilodisplásicas Especificadas
LD24.5Z;Displasias Espondilodisplásicas, Não Especificadas
LD24.6;Dysplasia E Pseudocondroplasia Epifisária Múltipla
LD24.60;Pseudocondroplasia
LD24.61;Dysplasias Múltiplas Epifisárias
LD24.6Y;Outras Dysplasia Epifisária Múltipla Especificada Ou Pseudocondroplasia
LD24.6Z;Dysplasia E Pseudocondroplasia Epifisária Múltipla, Não Especificada
LD24.7;Dysplasias Múltiplas Metafisárias
LD24.8;Dysplasias Acromélicas
LD24.80;Síndrome De Langergiedion
LD24.8Y;Outras Displasias Acromélicas Especificadas
LD24.8Z;Displasias Acromélicas, Não Especificadas
LD24.9;Displasias Acromesomélicas
LD24.A;Dissplasias Mesomélicas Ou Rizomesomélicas
LD24.B;Síndromes De Costela Curtas
LD24.B0;Síndrome Curta Da Ribpolidactyly
LD24.B1;Distrofia Torácica Asfixiante
LD24.BY;Outras Síndromes De Costelas Curtas Especificadas
LD24.BZ;Síndromes De Costela Curtas, Não Especificadas
LD24.C;Dissplasias Ósseas Curvas
LD24.D;Dissplasias Ósseas Delgadas
LD24.E;Dysplasias Ósseas Com Múltiplas Deslocações Articulares
LD24.F;Ossificação Progressiva Da Pele, Músculo Esquelético, Fáscia, Tendões Ou Ligamentos
LD24.G;Craniossinostoses Síndricos
LD24.G0;Síndrome De Pfeiffer
LD24.G1;Doença De Crouzon
LD24.G2;Síndrome De Apert
LD24.GY;Outros Craniossinostoses Síndricos Especificados
LD24.GZ;Craniossinostos Síndricos, Não Especificados
LD24.H;Dystoses Com Envolvimento Vertebral E Costal Predominante
LD24.J;Dysostos Patelar
LD24.J0;Síndrome De Nailpatella
LD24.JY;Outras Disoreses Patelares Especificadas
LD24.JZ;Dysostoses Patelares, Não Especificadas
LD24.K;Doenças Ósseas Genéticas Com Diminuição Da Densidade Óssea
LD24.K0;Osteogênese Imperfeita
LD24.KY;Outras Doenças Ósseas Genéticas Especificadas Com Diminuição Da Densidade Óssea
LD24.KZ;Doenças Ósseas Genéticas Com Diminuição Da Densidade Óssea, Não Especificados
LD24.Y;Outras Síndromes Especificadas Com Anomalias Esqueléticas Como Uma Característica Importante
LD24.Z;Síndromes Com Anomalias Esqueléticas Como Uma Característica Importante, Não Especificada
LD25;Síndromes Com Anomalias Faciais Ou Membros Como Uma Característica Importante
LD25.0;Síndrome De Anomalia Do Membro Oromandibular
LD25.00;Síndrome Oralfacialdigital
LD25.0Y;Outra Síndrome De Anomalia Oromandibular Especificada
LD25.0Z;Síndrome De Anomalia Oromandibularmembro, Não Especificada
LD25.1;Síndromes De Frontnootopalatodigital
LD25.2;Discoseses Acrofaciais
LD25.3;Diosstoses Craniofaciais
LD25.Y;Outras Síndromes Especificadas Com Anomalias Faciais Ou Membros Como Uma Característica Importante
LD25.Z;Síndromes Com Anomalias Face Ou Membro Como Uma Característica Importante, Não Especificada
LD26;Síndromes Com Anomalias Do Membro Como Uma Característica Importante
LD26.0;Defeitos De Redução Combinados Dos Membros Superiores E Inferiores
LD26.1;Brachydactylies Complexos
LD26.2;Síndromes Com Duplicação De Membros, Polidactyly, Sindactilicamente Ou Trifalangismo
LD26.3;Síndromes Com Sinóstoses De Membros
LD26.4;Síndromes De Artrólglyposis
LD26.40;Síndrome De Vários Pterígio
LD26.41;Congenita Multiplex Artrólglyposis
LD26.4Y;Outras Síndromes De Artrólglyposis Especificadas
LD26.4Z;Síndromes De Artrólglyposis, Não Especificadas
LD26.5;Anéis De Constrição
LD26.6;Síndromes Ósseas Vasculares Congênitas
LD26.60;Síndrome Angioosteohypertrófica
LD26.6Y;Outras Síndromes Ósseas Vasculares Congênitas Especificadas
LD26.6Z;Síndromes Ósseas Vasculares Congênitas, Não Especificadas
LD26.Y;Outras Síndromes Especificadas Com Anomalias De Membros Como Uma Característica Importante
LD26.Z;Síndromes Com Anomalias Do Membro Como Uma Característica Importante, Não Especificada
LD27;Síndromes Com Anomalias De Pele Ou Mucosa Como Uma Característica Importante
LD27.0;Síndromes De Displasia Ectodermal
LD27.00;Incontinência Pigmenti
LD27.01;Síndrome De Cronkhitecanada
LD27.02;Dysplasia Ectodérmica Hipoidrótica
LD27.03;Displasia Ectodérmica Hidrótica, Tipo De Clouston
LD27.0Y;Outras Síndromes Específicas Específicas De Displasia
LD27.1;Xeroderma Pigmentoso
LD27.2;Ictiose Síndrica
LD27.3;Síndromes Genéticas Com Hipertricose
LD27.4;Síndromes Genéticas Que Afetam As Unhas
LD27.5;Síndromes Genéticas Hamartoneoplásicas Que Afetam A Pele
LD27.6;Lipodistrofia Genética
LD27.60;Lipodistrofia Generalizada Congênita
LD27.6Z;Lipodistrofia Genética, Não Especificada
LD27.Y;Outras Síndromes Especificadas Com Anomalias De Pele Ou Mucosas Como Uma Característica Importante
LD27.Z;Síndromes Com Anomalias De Pele Ou Mucosas Como Uma Característica Importante, Não Especificada
LD28;Síndromes Com Envolvimento De Tecidos Conjuntivos Como Uma Característica Importante
LD28.0;Síndrome De Marfan Ou Distúrbios Relacionados Com Marfan
LD28.00;Arachnodactyly Congênito
LD28.01;Síndrome De Marfan
LD28.0Y;Outras Síndrome De Marfan Especificadas Ou Distúrbios Relacionados Com Marfan
LD28.0Z;Síndrome De Marfan Ou Distúrbios Relacionados Com Marfan, Não Especificados
LD28.1;Síndrome De Ehlersdanlos
LD28.10;Síndrome De Ehlersdanlos, Tipo Clássico
LD28.1Y;Outros Tipos Específicos De Síndrome De Ehlersdanlos
LD28.2;Cutis Laxa Geneticamente Determinado
LD28.Y;Outras Síndromes Especificadas Com O Envolvimento Do Tecido Conjuntivo Como Uma Característica Importante
LD28.Z;Síndromes Com Envolvimento De Tecidos Conjuntivos Como Uma Característica Importante, Não Especificada
